s,d,yaw,pitch,dyaw,dpitch,qdist
0.0000,0.0,133.983,16.822,0.0000,0.0000,0.0000
0.0010,5.0,134.266,16.928,0.2832,0.1059,0.3024
0.0020,9.9,134.282,16.909,0.0161,0.0189,0.0248
0.0030,14.8,134.298,16.847,0.0158,0.0628,0.0648
0.0040,19.7,134.313,16.785,0.0154,0.0618,0.0637
0.0050,24.6,134.328,16.724,0.0150,0.0611,0.0629
0.0060,29.4,134.343,16.674,0.0150,0.0495,0.0518
0.0070,34.2,134.359,16.640,0.0157,0.0337,0.0372
0.0080,39.0,134.376,16.595,0.0173,0.0456,0.0488
0.0090,43.8,134.396,16.558,0.0199,0.0367,0.0418
0.0100,48.5,134.420,16.506,0.0236,0.0519,0.0570
0.0110,53.2,134.448,16.443,0.0282,0.0635,0.0695
0.0120,58.0,134.481,16.394,0.0333,0.0484,0.0588
0.0130,62.7,134.520,16.359,0.0388,0.0356,0.0527
0.0140,67.3,134.564,16.317,0.0440,0.0411,0.0602
0.0150,72.0,134.614,16.261,0.0497,0.0562,0.0750
0.0160,76.7,134.670,16.207,0.0565,0.0543,0.0784
0.0170,81.3,134.736,16.175,0.0653,0.0318,0.0727
0.0180,86.0,134.813,16.139,0.0773,0.0360,0.0853
0.0190,90.6,134.906,16.094,0.0934,0.0448,0.1035
0.0200,95.3,135.020,16.067,0.1140,0.0278,0.1173
0.0210,99.9,135.159,16.032,0.1390,0.0350,0.1433
0.0220,104.6,135.327,16.001,0.1675,0.0311,0.1703
0.0230,109.2,135.525,15.970,0.1979,0.0301,0.2002
0.0240,113.9,135.753,15.921,0.2282,0.0493,0.2335
0.0250,118.5,136.010,15.876,0.2565,0.0449,0.2605
0.0260,123.2,136.291,15.844,0.2810,0.0322,0.2829
0.0270,127.9,136.591,15.819,0.3006,0.0248,0.3016
0.0280,132.6,136.906,15.792,0.3148,0.0266,0.3159
0.0290,137.3,137.230,15.765,0.3238,0.0271,0.3250
0.0300,142.0,137.558,15.740,0.3286,0.0252,0.3295
0.0310,146.8,137.889,15.715,0.3302,0.0250,0.3311
0.0320,151.5,138.219,15.692,0.3300,0.0233,0.3308
0.0330,156.3,138.548,15.668,0.3294,0.0244,0.3303
0.0340,161.1,138.877,15.650,0.3292,0.0179,0.3297
0.0350,165.9,139.207,15.641,0.3300,0.0084,0.3301
0.0360,170.8,139.539,15.629,0.3317,0.0121,0.3319
0.0370,175.7,139.873,15.615,0.3337,0.0144,0.3341
0.0380,180.6,140.208,15.604,0.3351,0.0103,0.3353
0.0390,185.6,140.542,15.598,0.3344,0.0064,0.3345
0.0400,190.5,140.872,15.573,0.3299,0.0246,0.3308
0.0410,195.6,141.192,15.522,0.3201,0.0514,0.3242
0.0420,200.6,141.496,15.478,0.3037,0.0441,0.3069
0.0430,205.7,141.776,15.464,0.2798,0.0140,0.2801
0.0440,210.8,142.024,15.472,0.2482,0.0080,0.2484
0.0450,216.0,142.234,15.464,0.2096,0.0081,0.2098
0.0460,221.2,142.399,15.436,0.1654,0.0279,0.1677
0.0470,226.5,142.516,15.399,0.1175,0.0364,0.1230
0.0480,231.8,142.585,15.355,0.0684,0.0445,0.0816
0.0490,237.2,142.606,15.316,0.0207,0.0386,0.0438
0.0500,242.6,142.582,15.270,0.0232,0.0463,0.0518
0.0510,248.1,142.521,15.241,0.0615,0.0294,0.0682
0.0520,253.6,142.428,15.233,0.0929,0.0076,0.0932
0.0530,259.2,142.311,15.223,0.1165,0.0101,0.1170
0.0540,264.8,142.179,15.212,0.1322,0.0109,0.1327
0.0550,270.5,142.039,15.206,0.1399,0.0066,0.1400
0.0560,276.3,141.900,15.193,0.1393,0.0130,0.1399
0.0570,282.1,141.770,15.172,0.1303,0.0205,0.1319
0.0580,288.0,141.657,15.154,0.1129,0.0176,0.1143
0.0590,294.0,141.570,15.085,0.0870,0.0693,0.1113
0.0600,300.0,141.517,15.034,0.0532,0.0510,0.0737
0.0610,306.1,141.504,15.011,0.0125,0.0232,0.0263
0.0620,312.3,141.537,14.980,0.0334,0.0309,0.0455
0.0630,318.6,141.620,14.959,0.0823,0.0210,0.0849
0.0640,324.9,141.751,14.933,0.1317,0.0258,0.1342
0.0650,331.3,141.931,14.917,0.1793,0.0160,0.1800
0.0660,337.8,142.154,14.892,0.2232,0.0257,0.2247
0.0670,344.4,142.416,14.873,0.2624,0.0187,0.2630
0.0680,351.1,142.713,14.848,0.2964,0.0250,0.2975
0.0690,357.8,143.038,14.825,0.3257,0.0231,0.3265
0.0700,364.6,143.389,14.806,0.3511,0.0186,0.3516
0.0710,371.5,143.763,14.778,0.3737,0.0281,0.3747
0.0720,378.4,144.158,14.722,0.3947,0.0561,0.3986
0.0730,385.5,144.573,14.690,0.4148,0.0318,0.4160
0.0740,392.6,145.007,14.644,0.4343,0.0464,0.4367
0.0750,399.7,145.460,14.588,0.4529,0.0556,0.4563
0.0760,407.0,145.930,14.509,0.4700,0.0786,0.4765
0.0770,414.3,146.415,14.444,0.4850,0.0655,0.4894
0.0780,421.6,146.912,14.368,0.4973,0.0762,0.5031
0.0790,429.1,147.419,14.273,0.5067,0.0949,0.5155
0.0800,436.6,147.932,14.203,0.5135,0.0700,0.5182
0.0810,444.2,148.450,14.080,0.5184,0.1232,0.5328
0.0820,451.8,148.973,13.899,0.5223,0.1808,0.5527
0.0830,459.5,149.499,13.725,0.5260,0.1734,0.5538
0.0840,467.3,150.029,13.500,0.5301,0.2257,0.5761
0.0850,475.1,150.564,13.268,0.5348,0.2317,0.5828
0.0860,483.0,151.103,13.026,0.5393,0.2414,0.5908
0.0870,491.0,151.645,12.756,0.5420,0.2706,0.6058
0.0880,499.0,152.185,12.508,0.5406,0.2484,0.5949
0.0890,507.1,152.718,12.374,0.5327,0.1339,0.5493
0.0900,515.3,153.235,12.410,0.5168,0.0366,0.5181
0.0910,523.5,153.728,12.624,0.4932,0.2141,0.5377
0.0920,531.7,154.192,12.733,0.4642,0.1090,0.4768
0.0930,540.1,154.627,12.691,0.4345,0.0420,0.4365
0.0940,548.4,155.037,12.460,0.4104,0.2312,0.4710
0.0950,556.9,155.436,12.186,0.3984,0.2742,0.4837
0.0960,565.4,155.840,11.973,0.4040,0.2132,0.4568
0.0970,573.9,156.270,11.761,0.4299,0.2121,0.4794
0.0980,582.5,156.746,11.514,0.4760,0.2462,0.5359
0.0990,591.2,157.285,11.304,0.5391,0.2105,0.5788
0.1000,599.9,157.899,11.077,0.6139,0.2268,0.6544
0.1010,608.7,158.592,10.898,0.6931,0.1787,0.7158
0.1020,617.5,159.361,10.737,0.7695,0.1614,0.7863
0.1030,626.3,160.198,10.611,0.8366,0.1263,0.8460
0.1040,635.3,161.086,10.491,0.8888,0.1196,0.8968
0.1050,644.2,162.009,10.385,0.9224,0.1058,0.9284
0.1060,653.2,162.945,10.268,0.9358,0.1174,0.9431
0.1070,662.3,163.874,10.221,0.9295,0.0468,0.9306
0.1080,671.4,164.780,10.093,0.9062,0.1276,0.9151
0.1090,680.6,165.651,9.850,0.8711,0.2430,0.9044
0.1100,689.8,166.483,9.462,0.8316,0.3886,0.9179
0.1110,699.0,167.279,9.073,0.7958,0.3887,0.8856
0.1120,708.3,168.051,8.703,0.7718,0.3700,0.8559
0.1130,717.6,168.817,8.368,0.7660,0.3349,0.8360
0.1140,727.0,169.598,8.050,0.7819,0.3181,0.8441
0.1150,736.5,170.418,7.875,0.8199,0.1746,0.8383
0.1160,745.9,171.296,7.525,0.8773,0.3507,0.9448
0.1170,755.4,172.244,6.540,0.9487,0.9841,1.3669
0.1180,765.0,173.272,5.540,1.0273,1.0000,1.4336
0.1190,774.5,174.377,4.666,1.1051,0.8744,1.4092
0.1200,784.2,175.551,4.057,1.1744,0.6087,1.3228
0.1210,793.8,176.780,3.680,1.2285,0.3770,1.2851
0.1220,803.5,178.041,3.440,1.2616,0.2404,1.2843
0.1230,813.3,179.310,3.556,1.2688,0.1160,1.2741
0.1240,823.0,180.556,3.924,1.2459,0.3686,1.2993
0.1250,832.8,181.745,4.504,1.1893,0.5796,1.3231
0.1260,842.7,182.841,4.923,1.0960,0.4186,1.1732
0.1270,852.6,183.807,5.115,0.9658,0.1927,0.9849
0.1280,862.5,184.610,5.168,0.8028,0.0526,0.8045
0.1290,872.4,185.225,5.311,0.6155,0.1431,0.6319
0.1300,882.4,185.642,5.652,0.4165,0.3408,0.5382
0.1310,892.4,185.864,6.046,0.2220,0.3935,0.4518
0.1320,902.4,185.913,6.149,0.0487,0.1029,0.1139
0.1330,912.5,185.823,6.155,0.0892,0.0069,0.0894
0.1340,922.6,185.641,6.113,0.1822,0.0429,0.1872
0.1350,932.7,185.415,5.995,0.2266,0.1177,0.2554
0.1360,942.8,185.189,5.937,0.2255,0.0578,0.2328
0.1370,953.0,185.002,5.975,0.1874,0.0376,0.1912
0.1380,963.2,184.877,5.944,0.1242,0.0302,0.1279
0.1390,973.4,184.829,5.903,0.0488,0.0420,0.0644
0.1400,983.7,184.856,5.827,0.0271,0.0756,0.0803
0.1410,994.0,184.950,5.859,0.0940,0.0317,0.0992
0.1420,1004.3,185.095,5.861,0.1448,0.0029,0.1448
0.1430,1014.6,185.270,5.837,0.1756,0.0244,0.1773
0.1440,1024.9,185.456,5.711,0.1854,0.1264,0.2244
0.1450,1035.3,185.631,5.357,0.1751,0.3535,0.3945
0.1460,1045.7,185.777,5.071,0.1468,0.2859,0.3214
0.1470,1056.1,185.880,4.968,0.1030,0.1034,0.1460
0.1480,1066.5,185.926,5.100,0.0455,0.1319,0.1395
0.1490,1076.9,185.901,5.045,0.0247,0.0545,0.0598
0.1500,1087.4,185.795,4.675,0.1065,0.3707,0.3858
0.1510,1097.8,185.596,4.287,0.1990,0.3876,0.4357
0.1520,1108.3,185.296,3.993,0.2994,0.2942,0.4197
0.1530,1118.8,184.894,3.767,0.4022,0.2255,0.4611
0.1540,1129.3,184.396,3.672,0.4985,0.0957,0.5076
0.1550,1139.9,183.818,3.550,0.5779,0.1217,0.5906
0.1560,1150.4,183.187,3.144,0.6303,0.4054,0.7495
0.1570,1161.0,182.540,2.695,0.6474,0.4497,0.7883
0.1580,1171.5,181.916,2.739,0.6240,0.0441,0.6255
0.1590,1182.1,181.357,2.846,0.5592,0.1075,0.5694
0.1600,1192.7,180.902,3.554,0.4550,0.7075,0.8412
0.1610,1203.3,180.587,4.149,0.3152,0.5955,0.6737
0.1620,1213.9,180.441,4.364,0.1453,0.2148,0.2594
0.1630,1224.5,180.489,5.033,0.0477,0.6685,0.6702
0.1640,1235.1,180.744,5.277,0.2548,0.2447,0.3532
0.1650,1245.8,181.208,5.066,0.4641,0.2114,0.5100
0.1660,1256.4,181.869,4.862,0.6614,0.2042,0.6922
0.1670,1267.0,182.701,4.642,0.8314,0.2201,0.8600
0.1680,1277.7,183.661,4.384,0.9599,0.2580,0.9939
0.1690,1288.3,184.697,4.177,1.0369,0.2062,1.0572
0.1700,1299.0,185.757,4.042,1.0591,0.1353,1.0677
0.1710,1309.6,186.787,3.884,1.0299,0.1583,1.0420
0.1720,1320.3,187.745,3.543,0.9583,0.3405,1.0170
0.1730,1330.9,188.601,2.973,0.8566,0.5709,1.0294
0.1740,1341.6,189.339,2.328,0.7376,0.6451,0.9799
0.1750,1352.2,189.951,1.474,0.6124,0.8531,1.0502
0.1760,1362.9,190.441,0.474,0.4896,1.0000,1.1134
0.1770,1373.6,190.815,-0.526,0.3741,1.0000,1.0677
0.1780,1384.2,191.083,-1.526,0.2675,1.0000,1.0352
0.1790,1394.8,191.251,-2.526,0.1684,1.0000,1.0141
0.1800,1405.5,191.324,-2.863,0.0731,0.3378,0.3456
0.1810,1416.1,191.300,-2.680,0.0242,0.1837,0.1853
0.1820,1426.8,191.170,-2.739,0.1304,0.0597,0.1434
0.1830,1437.4,190.918,-2.732,0.2520,0.0071,0.2521
0.1840,1448.0,190.524,-2.483,0.3935,0.2493,0.4658
0.1850,1458.6,189.968,-2.538,0.5564,0.0548,0.5591
0.1860,1469.2,189.230,-2.751,0.7381,0.2126,0.7681
0.1870,1479.8,188.297,-1.802,0.9326,0.9481,1.3299
0.1880,1490.4,187.165,-0.802,1.1321,1.0000,1.5105
0.1890,1500.9,185.837,0.198,1.3274,1.0000,1.6619
0.1900,1511.5,184.327,1.198,1.5109,1.0000,1.8119
0.1910,1522.0,182.649,1.841,1.6774,0.6434,1.7966
0.1920,1532.6,180.824,1.888,1.8251,0.0472,1.8257
0.1930,1543.1,178.869,1.644,1.9550,0.2438,1.9701
0.1940,1553.6,176.869,1.759,2.0000,0.1144,2.0033
0.1950,1564.1,174.869,2.288,2.0000,0.5296,2.0689
0.1960,1574.6,172.869,2.665,2.0000,0.3765,2.0351
0.1970,1585.0,170.869,2.717,2.0000,0.0524,2.0007
0.1980,1595.5,168.869,2.812,2.0000,0.0951,2.0023
0.1990,1605.9,166.869,2.847,2.0000,0.0344,2.0003
0.2000,1616.3,164.869,3.026,2.0000,0.1789,2.0080
0.2010,1626.7,162.869,3.198,2.0000,0.1724,2.0074
0.2020,1637.1,160.869,3.450,2.0000,0.2521,2.0158
0.2030,1647.4,158.869,3.473,2.0000,0.0229,2.0001
0.2040,1657.7,156.869,3.072,2.0000,0.4016,2.0399
0.2050,1668.0,154.869,2.804,2.0000,0.2673,2.0178
0.2060,1678.3,152.869,2.915,2.0000,0.1107,2.0031
0.2070,1688.6,150.869,3.152,2.0000,0.2373,2.0140
0.2080,1698.8,148.869,3.227,2.0000,0.0744,2.0014
0.2090,1709.0,146.869,3.092,2.0000,0.1349,2.0045
0.2100,1719.2,144.869,2.838,2.0000,0.2540,2.0161
0.2110,1729.3,142.869,2.652,2.0000,0.1853,2.0086
0.2120,1739.5,140.869,2.611,2.0000,0.0418,2.0004
0.2130,1749.6,138.869,2.848,2.0000,0.2371,2.0140
0.2140,1759.6,136.869,3.315,2.0000,0.4672,2.0538
0.2150,1769.7,134.869,3.669,2.0000,0.3543,2.0311
0.2160,1779.7,132.869,3.787,2.0000,0.1177,2.0035
0.2170,1789.7,130.869,3.995,2.0000,0.2080,2.0108
0.2180,1799.6,128.869,4.255,2.0000,0.2601,2.0168
0.2190,1809.5,126.869,4.726,2.0000,0.4709,2.0547
0.2200,1819.4,124.869,5.509,2.0000,0.7832,2.1479
0.2210,1829.3,122.869,5.912,2.0000,0.4026,2.0401
0.2220,1839.1,120.869,6.031,2.0000,0.1197,2.0036
0.2230,1848.9,119.256,5.945,1.6129,0.0863,1.6152
0.2240,1858.6,118.178,5.699,1.0781,0.2464,1.1059
0.2250,1868.3,117.203,5.590,0.9750,0.1084,0.9810
0.2260,1878.0,116.312,5.594,0.8906,0.0034,0.8906
0.2270,1887.6,115.487,5.792,0.8258,0.1984,0.8493
0.2280,1897.2,114.709,5.908,0.7776,0.1155,0.7862
0.2290,1906.8,113.968,5.828,0.7407,0.0792,0.7449
0.2300,1916.3,113.259,5.587,0.7089,0.2414,0.7489
0.2310,1925.8,112.583,5.234,0.6767,0.3526,0.7631
0.2320,1935.2,111.941,4.637,0.6413,0.5970,0.8762
0.2330,1944.6,111.339,4.033,0.6024,0.6040,0.8530
0.2340,1953.9,110.776,3.720,0.5626,0.3129,0.6437
0.2350,1963.2,110.251,3.628,0.5258,0.0921,0.5338
0.2360,1972.5,109.755,3.374,0.4956,0.2548,0.5573
0.2370,1981.7,109.281,3.430,0.4744,0.0564,0.4778
0.2380,1990.9,108.818,3.661,0.4626,0.2308,0.5170
0.2390,2000.0,108.360,3.592,0.4580,0.0688,0.4632
0.2400,2009.1,107.904,3.512,0.4563,0.0799,0.4632
0.2410,2018.1,107.452,3.584,0.4513,0.0717,0.4570
0.2420,2027.1,107.016,3.820,0.4363,0.2365,0.4962
0.2430,2036.0,106.612,4.231,0.4046,0.4111,0.5769
0.2440,2044.9,106.261,4.698,0.3509,0.4664,0.5837
0.2450,2053.7,105.989,5.118,0.2712,0.4201,0.5000
0.2460,2062.5,105.825,5.616,0.1643,0.4985,0.5249
0.2470,2071.2,105.794,6.355,0.0310,0.7385,0.7392
0.2480,2079.9,105.920,7.194,0.1254,0.8389,0.8482
0.2490,2088.5,106.219,8.179,0.2999,0.9849,1.0296
0.2500,2097.1,106.705,9.179,0.4853,1.0000,1.1115
0.2510,2105.6,107.378,10.179,0.6733,1.0000,1.2055
0.2520,2114.0,108.232,11.179,0.8539,1.0000,1.3150
0.2530,2122.4,109.249,12.179,1.0169,1.0000,1.4262
0.2540,2130.8,110.400,12.993,1.1515,0.8141,1.4102
0.2550,2139.1,111.649,13.339,1.2486,0.3467,1.2958
0.2560,2147.3,112.950,13.324,1.3012,0.0152,1.3013
0.2570,2155.5,114.256,12.980,1.3064,0.3447,1.3511
0.2580,2163.6,115.522,12.363,1.2658,0.6169,1.4081
0.2590,2171.6,116.708,11.644,1.1858,0.7185,1.3865
0.2600,2179.6,117.785,10.807,1.0766,0.8373,1.3639
0.2610,2187.5,118.736,10.031,0.9509,0.7758,1.2272
0.2620,2195.4,119.557,9.442,0.8217,0.5893,1.0112
0.2630,2203.1,120.257,9.090,0.7002,0.3517,0.7835
0.2640,2210.9,120.852,8.802,0.5947,0.2883,0.6609
0.2650,2218.5,121.363,8.617,0.5105,0.1846,0.5428
0.2660,2226.1,121.812,8.522,0.4497,0.0949,0.4596
0.2670,2233.7,122.225,8.419,0.4127,0.1031,0.4253
0.2680,2241.1,122.623,8.409,0.3980,0.0103,0.3981
0.2690,2248.5,123.027,8.510,0.4038,0.1008,0.4162
0.2700,2255.8,123.454,8.606,0.4275,0.0967,0.4383
0.2710,2263.1,123.920,8.839,0.4660,0.2323,0.5207
0.2720,2270.3,124.436,9.181,0.5156,0.3424,0.6189
0.2730,2277.4,125.008,9.538,0.5716,0.3571,0.6740
0.2740,2284.4,125.637,9.800,0.6289,0.2620,0.6813
0.2750,2291.4,126.319,10.013,0.6825,0.2134,0.7151
0.2760,2298.3,127.047,10.206,0.7276,0.1926,0.7527
0.2770,2305.1,127.807,10.446,0.7604,0.2402,0.7975
0.2780,2311.9,128.586,10.704,0.7785,0.2575,0.8200
0.2790,2318.6,129.367,10.871,0.7811,0.1677,0.7989
0.2800,2325.2,130.136,11.012,0.7688,0.1404,0.7815
0.2810,2331.7,130.879,11.126,0.7432,0.1144,0.7519
0.2820,2338.1,131.585,11.268,0.7064,0.1415,0.7204
0.2830,2344.5,132.245,11.437,0.6604,0.1690,0.6816
